developer,price,Año
Polar Bunny Ltd,0.0,2015
Polar Bunny Ltd,0.0,2015
Pragmatix Ltd,0.0,2017
Pragmatix Ltd,0.0,2017
"Precision Games, LLC",0.0,2015
"Precision Games, LLC",0.0,2018
Proton Studio Inc,0.0,2015
Proton Studio Inc,0.0,2015
Puuba,0.0,2014
Puuba,0.0,2015
Puuba,0.0,2016
PyrofrogStudos,0.0,2017
PyrofrogStudos,0.0,2017
PyrofrogStudos,0.0,2017
PyrofrogStudos,0.0,2017
PyrofrogStudos,0.0,2017
PyrofrogStudos,0.0,2017
Quality Simulations,0.0,2015
Quality Simulations,0.0,2015
Quality Simulations,0.0,2015
Quality Simulations,0.0,2015
Quality Simulations,0.0,2015
Quality Simulations,0.0,2015
Quiet River,0.0,2017
Quiet River,0.0,2017
Quiet River,0.0,2016
Quiet River,0.0,2016
Quiet River,0.0,2017
Quiet River,0.0,2017
Quiet River,0.0,2017
Quiet River,0.0,2017
Quiet River,0.0,2017
"RO2/RS Community,Tripwire Interactive",0.0,2014
"RO2/RS Community,Tripwire Interactive",0.0,2014
Rainbow Games,0.0,2015
Rainbow Games,0.0,2017
Ran,0.0,2017
Ran,0.0,2017
Red Duck Inc.,0.0,2016
Red Duck Inc.,0.0,2011
Red Dwarf Games,0.0,2012
Red Dwarf Games,0.0,2015
Red Nettle Studio,0.0,2016
Red Nettle Studio,0.0,2016
Reflect Studios,0.0,2018
Reflect Studios,0.0,2017
Reloaded Productions,0.0,2011
Reloaded Productions,0.0,2011
Retardia Games,0.0,0
Retardia Games,0.0,0
Retro Army Limited,0.0,2018
Retro Army Limited,0.0,2014
Revolution Software Ltd,0.0,1997
Revolution Software Ltd,0.0,1996
Rising Sun Interactive,0.0,2015
Rising Sun Interactive,0.0,2015
"Rocketeer Games Studio, LLC",0.0,2015
"Rocketeer Games Studio, LLC",0.0,2015
Rockstar North,0.0,1999
Rockstar North,0.0,1998
Rocksteady Studios,0.0,2011
Rocksteady Studios,0.0,2011
Rocksteady Studios,0.0,2011
Rocksteady Studios,0.0,2012
Rocksteady Studios,0.0,2011
Rotten Mage,0.0,2016
Rotten Mage,0.0,2015
Runewaker,0.0,2016
Runewaker,0.0,2016
Runewaker,0.0,2016
Runewaker,0.0,2013
Runewaker,0.0,2014
SOFTON ENTERTAINMENT,0.0,2016
SOFTON ENTERTAINMENT,0.0,2017
Saibot Studios,0.0,2016
Saibot Studios,0.0,2016
Saibot Studios,0.0,2016
Saibot Studios,0.0,2016
Saibot Studios,0.0,2016
Scott Cawthon,0.0,2017
Scott Cawthon,0.0,2014
Screwy Lightbulb,0.0,2014
Screwy Lightbulb,0.0,2017
"Sebastian Krzyszkowiak,Konrad Burandt,Paweł Radej",0.0,2015
"Sebastian Krzyszkowiak,Konrad Burandt,Paweł Radej",0.0,2015
Shumkov Dmitriy,0.0,2014
Shumkov Dmitriy,0.0,2015
Silden,0.0,2015
Silden,0.0,2017
Skatanic Studios,0.0,2016
Skatanic Studios,0.0,2015
"SmiteWorks USA, LLC",0.0,2017
"SmiteWorks USA, LLC",0.0,2017
"SmiteWorks USA, LLC",0.0,2017
"SmiteWorks USA, LLC",0.0,2017
"SmiteWorks USA, LLC",0.0,2017
Soccer Manager Ltd,0.0,2017
Soccer Manager Ltd,0.0,2015
Soccer Manager Ltd,0.0,2017
Soccer Manager Ltd,0.0,2015
Soccer Manager Ltd,0.0,2016
Soccer Manager Ltd,0.0,2016
SoftStar,0.0,2015
SoftStar,0.0,2015
"Sonic Team,Hardlight",0.0,2017
"Sonic Team,Hardlight",0.0,2017
"Sonic Team,Hardlight",0.0,2017
"Sonic Team,Hardlight",0.0,2017
"Sonic Team,Hardlight",0.0,2017
"Sonic Team,Hardlight",0.0,2017
Soviet Games,0.0,2018
Soviet Games,0.0,2014
Spasman Games,0.0,2014
Spasman Games,0.0,2017
Spellbook,0.0,2017
Spellbook,0.0,2016
"Spike Chunsoft Co., Ltd.",0.0,2016
"Spike Chunsoft Co., Ltd.",0.0,2016
Splash Damage,0.0,2011
Splash Damage,0.0,2015
"Standing Stone Games, LLC",0.0,2012
"Standing Stone Games, LLC",0.0,2012
Stardock Entertainment,0.0,2016
Stardock Entertainment,0.0,2015
"Stardock Entertainment,Oxide Games",0.0,2017
"Stardock Entertainment,Oxide Games",0.0,2017
Starodymov,0.0,2016
Starodymov,0.0,2016
Stegalosaurus Game Development,0.0,2016
Stegalosaurus Game Development,0.0,2016
StevenHarmonGames,0.0,2017
StevenHarmonGames,0.0,2016
Stoic,0.0,2014
Stoic,0.0,2013
Stolen Couch Games,0.0,2015
Stolen Couch Games,0.0,2016
Stolen Couch Games,0.0,2015
Stolen Couch Games,0.0,2015
Stolen Couch Games,0.0,2016
Stolen Couch Games,0.0,2017
"Strata Mixed Reality, Inc.",0.0,2017
"Strata Mixed Reality, Inc.",0.0,2017
Strategiae,0.0,2017
Strategiae,0.0,2017
Strategiae,0.0,2017
Studio Namaapa,0.0,2017
Studio Namaapa,0.0,0
Studio Pixel,0.0,2015
Studio Pixel,0.0,2015
"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",0.0,2016
"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",0.0,2016
"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC",0.0,2017
Stunlock Studios,0.0,2017
Stunlock Studios,0.0,2011
Subvert Games,0.0,2017
Subvert Games,0.0,2016
Subvert Games,0.0,2017
Sunken Places,0.0,2014
Sunken Places,0.0,2017
TERNOX,0.0,2017
TERNOX,0.0,2017
Team17 Digital Ltd,0.0,2015
Team17 Digital Ltd,0.0,2015
TeamTop Games,0.0,2017
TeamTop Games,0.0,2017
Technomancy Studios,0.0,2016
Technomancy Studios,0.0,2015
The Game Creators,0.0,2017
The Game Creators,0.0,2017
The Game Creators,0.0,2016
The Game Creators,0.0,2016
The Game Creators,0.0,2014
The Game Creators,0.0,2017
The Game Kitchen,0.0,2016
The Game Kitchen,0.0,2014
The Simutrans Team,0.0,2016
The Simutrans Team,0.0,2016
The Simutrans Team,0.0,2016
The Simutrans Team,0.0,2016
The Simutrans Team,0.0,2016
The Simutrans Team,0.0,2016
The Simutrans Team,0.0,2016
The Simutrans Team,0.0,2016
"Tiny Colossus,Ciro Continisio",0.0,2014
"Tiny Colossus,Ciro Continisio",0.0,2014
"Traveller's Tales,TT Games,Feral Interactive (Mac)",0.0,2016
"Traveller's Tales,TT Games,Feral Interactive (Mac)",0.0,2016
Trazzy Entertainment,0.0,2015
Trazzy Entertainment,0.0,2015
Trazzy Entertainment,0.0,2015
Trazzy Entertainment,0.0,2015
Trazzy Entertainment,0.0,2015
Trazzy Entertainment,0.0,2015
Trazzy Entertainment,0.0,2015
Trendy Entertainment,0.0,2011
Trendy Entertainment,0.0,2017
Trendy Entertainment,0.0,2011
Trion Worlds,0.0,2017
Trion Worlds,0.0,2015
Trion Worlds,0.0,2013
Trion Worlds,0.0,2016
Träumendes Mädchen,0.0,2017
Träumendes Mädchen,0.0,2017
Uber Entertainment,0.0,2014
Uber Entertainment,0.0,2012
Ubisoft,0.0,2016
Ubisoft,0.0,2016
"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",0.0,2015
"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",0.0,2015
Undead Labs,0.0,2015
Undead Labs,0.0,2015
United Front Games,0.0,2012
United Front Games,0.0,2012
Unknown Worlds Entertainment,0.0,0
Unknown Worlds Entertainment,0.0,2006
Unwonted Studios,0.0,2015
Unwonted Studios,0.0,0
VIS - Visual Imagination Software,0.0,2016
VIS - Visual Imagination Software,0.0,2014
Valve,0.0,2014
Valve,0.0,2014
Valve,0.0,2014
Valve,0.0,2016
Valve,0.0,2005
Valve,0.0,2014
Valve,0.0,2014
Valve,0.0,2010
Valve,0.0,2014
Valve,0.0,2007
Valve,0.0,2012
Valve,0.0,2014
Vladimir Maslov,0.0,2017
Vladimir Maslov,0.0,2016
Vlambeer,0.0,2010
Vlambeer,0.0,2016
VooFoo Studios,0.0,2014
VooFoo Studios,0.0,2017
WEBZEN Inc.,0.0,2006
WEBZEN Inc.,0.0,2017
Wargaming Group Limited,0.0,2016
Wargaming Group Limited,0.0,2017
Wastelands Interactive,0.0,2015
Wastelands Interactive,0.0,2015
West Forest Games,0.0,2016
West Forest Games,0.0,2016
Wholetone Games,0.0,2016
Wholetone Games,0.0,2016
Wild Shadow Studios,0.0,2014
Wild Shadow Studios,0.0,2014
Wild Shadow Studios,0.0,2012
Wild Shadow Studios,0.0,2014
Wild Shadow Studios,0.0,2014
Wild Shadow Studios,0.0,2014
X-Legend,0.0,2014
X-Legend,0.0,2017
XLGAMES,0.0,2016
XLGAMES,0.0,2016
XLGAMES,0.0,2016
XLGAMES,0.0,2015
YETU GAME,0.0,2017
YETU GAME,0.0,2016
YFC games,0.0,2016
YFC games,0.0,2015
YFC games,0.0,2016
YFC games,0.0,2015
YGGDRASIL STUDIO,0.0,2015
YGGDRASIL STUDIO,0.0,2017
Ze_PilOt,0.0,2016
Ze_PilOt,0.0,2016
Zen Studios,0.0,2017
Zen Studios,0.0,2017
Zenimax Online Studios,0.0,2016
Zenimax Online Studios,0.0,2016
Zeritum,0.0,2015
Zeritum,0.0,0
Zetsubou,0.0,2017
Zetsubou,0.0,2017
Zetsubou,0.0,2015
Zombie Panic Team,0.0,2007
Zombie Panic Team,0.0,2004
Zootfly,0.0,2012
Zootfly,0.0,2012
Zootfly,0.0,2012
ebi-hime,0.0,2016
ebi-hime,0.0,2017
ebi-hime,0.0,2017
"hyperboreanGames,Svarog Studios",0.0,2017
"hyperboreanGames,Svarog Studios",0.0,2017
momoStorm Entertainment,0.0,2018
momoStorm Entertainment,0.0,2015
nDreams,0.0,2016
nDreams,0.0,2016
roseVeRte,0.0,2011
roseVeRte,0.0,2011
studio wasp,0.0,2015
studio wasp,0.0,2014
weltenbauer. Software Entwicklung GmbH,0.0,2015
weltenbauer. Software Entwicklung GmbH,0.0,2015
